name,equipment,primary_muscle,secondary_muscle,video,thumbnail
"Sled Push","Other","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/25241201-Power-Sled-Push-(female)_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/25241201-Power-Sled-Push-(female)_Thighs_thumbnail@3x.jpg"
"Snatch","Barbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15331201-Barbell-Snatch_Weightlifts_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15331101-Barbell-Snatch_Weightlifts_small_thumbnail@3x.jpg"
"Snowboarding","None","Cardio","None","None","None"
"Spider Curl (Barbell)","Barbell","Biceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00721201-Barbell-Prone-Incline-Curl_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00721201-Barbell-Prone-Incline-Curl_Upper-Arms_thumbnail@3x.jpg"
"Spider Curl (Dumbbell)","Dumbbell","Biceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03741201-Dumbbell-Prone-Incline-Curl_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03741201-Dumbbell-Prone-Incline-Curl_Upper-Arms_thumbnail_@3x.jpg"
"Spiderman","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/48791201-Spiderman-Plank_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/48791201-Spiderman-Plank_Waist_thumbnail_@3x.jpg"
"Spinning","Machine","Cardio","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/22791201-Stationary-Bike-Run-(version-4)_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/22791201-Stationary-Bike-Run-(version-4)_Cardio_thumbnail@3x.jpg"
"Split Jerk","Barbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15381201-Barbell-Split-Jerk_Weightlifts_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15381101-Barbell-Split-Jerk_Weightlifts_small_thumbnail@3x.jpg"
"Split Squat (Dumbbell)","Dumbbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/29601201-Dumbbell-Split-Squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/29601201-Dumbbell-Split-Squat_Thighs_thumbnail@3x.jpg"
"Sprints","None","Cardio","None","None","None"
"Squat (Band)","Resistance Band","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/57491201-Band-squat-(female)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/57491201-Band-squat-(female)_Hips_thumbnail_@3x.jpg"
"Squat (Barbell)","Barbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00431201-Barbell-Full-Squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00431201-Barbell-Full-Squat_Thighs_thumbnail@3x.jpg"
"Squat (Bodyweight)","None","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/11971201-Squat-m_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/11971201-Squat-m_Thighs_thumbnail@3x.jpg"
"Squat (Dumbbell)","Dumbbell","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04131201-Dumbbell-Squat_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04131201-Dumbbell-Squat_Hips_thumbnail_@3x.jpg"
"Squat (Machine)","Machine","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/57881201-Lever-Squat-(plate-loaded)-(female)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/57881201-Lever-Squat-(plate-loaded)-(female)_Thighs_thumbnail_@3x.jpg"
"Squat (Smith Machine)","Machine","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/07501201-Smith-Chair-Squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/07501201-Smith-Chair-Squat_Thighs_thumbnail@3x.jpg"
"Squat (Suspension)","Suspension","Quadriceps","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/11431201-Suspender-Squat-(female)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/11431101-Suspender-Squat_Thighs_small_thumbnail@3x.jpg"
"Squat Row","Machine","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/17171201-Cable-Squat-Row-(with-rope-attachment)_Back_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/17171201-Cable-Squat-Row-(with-rope-attachment)_Back_Thighs_thumbnail_@3x.jpg"
"Stair Machine (Floors)","Machine","Cardio","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/23111201-Walking-on-Stepmill_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/23111201-Walking-on-Stepmill_Cardio_thumbnail@3x.jpg"
"Stair Machine (Steps)","Machine","Cardio","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/23111201-Walking-on-Stepmill_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/23111201-Walking-on-Stepmill_Cardio_thumbnail@3x.jpg"
"Standing Cable Glute Kickbacks","Machine","Glutes","Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/60401201-Cable-Donkey-Kickback-(male)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/60401201-Cable-Donkey-Kickback-(male)_Hips_thumbnail_@3x.jpg"
"Standing Calf Raise","None","Calves","None","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/13731101-Bodyweight-Standing-Calf-Raise_Calves_small_thumbnail@3x.jpg"
"Standing Calf Raise (Barbell)","Barbell","Calves","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01081201-Barbell-Standing-Leg-Calf-Raise_Calves.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small_thumbnail@3x.jpg"
"Standing Calf Raise (Dumbbell)","Dumbbell","Calves","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04171201-Dumbbell-Standing-Calf-Raise_Calves.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04171201-Dumbbell-Standing-Calf-Raise_Calves_thumbnail@3x.jpg"
"Standing Calf Raise (Machine)","Machine","Calves","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/06051201-Lever-Standing-Calf-Raise_Calves.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/06051201-Lever-Standing-Calf-Raise_Calves_thumbnail@3x.jpg"
"Standing Calf Raise (Smith)","Machine","Calves","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/11641201-Smith-Calf-Raise-(version-2)_Calves.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/11641101-Smith-Calf-Raise-(version-2)_Calves_small_thumbnail_@3x.jpg"
"Standing Leg Curls","Machine","Hamstrings","Calves","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/51811201-Lever-Standing-Single-Leg-Curl-(plate-loaded)_Thig.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/51811201-Lever-Standing-Single-Leg-Curl-(plate-loaded)_Thig_thumbnail_@3x.jpg"
"Standing Military Press (Barbell)","Barbell","Shoulders","Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/11651201-Barbell-Standing-Military-Press-(without-rack)_Shoulders.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/11651201-Barbell-Standing-Military-Press-(without-rack)_Shoulders_thumbnail@3x.jpg"
"Step Up","Other","Quadriceps","Hamstrings, Glutes","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/94901201-Step-Up-on-Box_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/94901201-Step-Up-on-Box_Thighs_thumbnail_@3x.jpg"
"Sternum Pull up (Gironda)","Machine","Lats","Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04661201-Sternum-Pull-up-(Gironda)_Back_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04661201-Sternum-Pull-up-(Gironda)_Back_thumbnail_@3x.jpg"
"Straight Arm Lat Pulldown (Cable)","Machine","Lats","Triceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02381201-Cable-Straight-Arm-Pulldown_Back.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02381201-Cable-Straight-Arm-Pulldown_Back_thumbnail@3x.jpg"
"Straight Leg Deadlift","Barbell","Hamstrings","Glutes, Lower Back, Upper Back, Lats, Traps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01161201-Barbell-Straight-Leg-Deadlift_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01161201-Barbell-Straight-Leg-Deadlift_Thighs_thumbnail@3x.jpg"
"Stretching","None","Other","None","None","None"
"Sumo Deadlift","Barbell","Glutes","Hamstrings, Quadriceps, Adductors, Lower Back, Upper Back, Lats, Traps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01171201-Barbell-Sumo-Deadlift_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01171201-Barbell-Sumo-Deadlift_Hips_thumbnail@3x.jpg"
"Sumo Squat","None","Quadriceps","Glutes, Adductors, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10641201-Sumo-Squat-(male)_Thighs-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10641201-Sumo-Squat-(male)_Thighs-FIX__thumbnail_@3x.jpg"
"Sumo Squat (Barbell)","Barbell","Quadriceps","Hamstrings, Glutes, Adductors","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10631201-Barbell-sumo-squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10631201-Barbell-sumo-squat_Thighs_thumbnail@3x.jpg"
"Sumo Squat (Dumbbell)","Dumbbell","Quadriceps","Glutes, Adductors, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/23221201-Dumbbell-Sumo-Squat-(female)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/23221201-Dumbbell-Sumo-Squat-(female)_Thighs__thumbnail_@3x.jpg"
"Sumo Squat (Kettlebell)","Kettlebell","Quadriceps","Glutes, Adductors, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/50731201-Kettlebell-Sumo-Squat-(VERSION-2)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/50731201-Kettlebell-Sumo-Squat-(VERSION-2)_Hips_thumbnail_@3x.jpg"
"Superman","None","Lower Back","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/68861201-Superman-Hold-(male)_Hips_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/68861201-Superman-Hold-(male)_Hips_thumbnail_@3x.jpg"
"Swimming","None","Cardio","None","None","None"
"T Bar Row","Barbell","Upper Back","Lats, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/06061201-Lever-T-bar-Row-(plate-loaded)_Back.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/06061201-Lever-T-bar-Row-(plate-loaded)_Back_thumbnail@3x.jpg"
"Thruster (Barbell)","Barbell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/33051201-Barbell-Thruster_Weightlifting_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/33051201-Barbell-Thruster_Weightlifting_thumbnail_@3x.jpg"
"Thruster (Kettlebell)","Kettlebell","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/05501201-Kettlebell-Thruster_Shoulders-FIX_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/05501101-Kettlebell-Thruster_Shoulders_small_thumbnail@3x.jpg"
"Toe Touch","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/52751201-Lying-Toe-Touch_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/52751201-Lying-Toe-Touch_Waist_thumbnail_@3x.jpg"
"Toes to Bar","None","Abdominals","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04741201-Hanging-Straight-Leg-Hip-Raise_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04741201-Hanging-Straight-Leg-Hip-Raise_Waist_thumbnail@3x.jpg"
"Torso Rotation","Machine","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/100651201-Lever-Torso-Rotation-(male)_Waist_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/100651201-Lever-Torso-Rotation-(male)_Waist_thumbnail_@3x.jpg"
"Treadmill","Machine","Cardio","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/21971201-Run-on-Treadmill-(female)_Cardio.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/21971201-Run-on-Treadmill-(female)_Cardio_thumbnail@3x.jpg"
"Triceps Dip","Machine","Triceps","Chest, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/08141201-Triceps-Dip_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/08141201-Triceps-Dip_Upper-Arms_thumbnail@3x.jpg"
"Triceps Dip (Assisted)","Machine","Triceps","Chest, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00191201-Assisted-Triceps-Dip-(kneeling)_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00191201-Assisted-Triceps-Dip-(kneeling)_Upper-Arms_thumbnail@3x.jpg"
"Triceps Dip (Weighted)","Machine","Triceps","Chest, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/17551201-Weighted-Tricep-Dips_Upper-Arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/17551201-Weighted-Tricep-Dips_Upper-Arms_thumbnail_@3x.jpg"
"Triceps Extension (Barbell)","Barbell","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/00921201-Barbell-Seated-Overhead-Triceps-Extension_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/00921201-Barbell-Seated-Overhead-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg"
"Triceps Extension (Cable)","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01491201-Cable-Alternate-Triceps-Extension_Upper-Arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01491201-Cable-Alternate-Triceps-Extension_Upper-Arms_thumbnail_@3x.jpg"
"Triceps Extension (Dumbbell)","Dumbbell","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04301201-Dumbbell-Standing-Triceps-Extension_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04301201-Dumbbell-Standing-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg"
"Triceps Extension (Machine)","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/10331201-Lever-Triceps-Extension_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/10331201-Lever-Triceps-Extension_Upper-Arms_thumbnail@3x.jpg"
"Triceps Extension (Suspension)","Suspension","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/58761201-Suspension-Triceps-Extension-(male)_Upper-Arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/58761201-Suspension-Triceps-Extension-(male)_Upper-Arms_thumbnail_@3x.jpg"
"Triceps Kickback (Cable)","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/45661201-Cable-Neutral-Grip-Kickback_Upper-arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/45661101-Cable-Neutral-Grip-Kickback_Upper-arms_small_thumbnail_@3x.jpg"
"Triceps Kickback (Dumbbell)","Dumbbell","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/03331201-Dumbbell-Kickback_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/03331201-Dumbbell-Kickback_Upper-Arms_thumbnail@3x.jpg"
"Triceps Pressdown","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/16051201-Cable-Triceps-Pushdown-(SZ-bar)_Upper-arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/16051201-Cable-Triceps-Pushdown-(SZ-bar)_Upper-arms_thumbnail_@3x.jpg"
"Triceps Pushdown","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02011201-Cable-Pushdown_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02011201-Cable-Pushdown_Upper-Arms_thumbnail@3x.jpg"
"Triceps Rope Pushdown","Machine","Triceps","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/24381201-Cable-Pushdown-(with-rope-attachment)-(female)_Upper-Arms.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/24381201-Cable-Pushdown-(with-rope-attachment)-(female)_Upper-Arms_thumbnail_@3x.jpg"
"Upright Row (Barbell)","Barbell","Shoulders","Traps, Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/01211201-Barbell-Upright-Row_Shoulders.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/01211201-Barbell-Upright-Row_Shoulders_thumbnail@3x.jpg"
"Upright Row (Cable)","Machine","Shoulders","Traps, Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/02461201-Cable-Upright-Row_shoulder.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/02461201-Cable-Upright-Row_shoulder_thumbnail@3x.jpg"
"Upright Row (Dumbbell)","Dumbbell","Shoulders","Traps, Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04371201-Dumbbell-Upright-Row_shoulder.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04371201-Dumbbell-Upright-Row_shoulder_thumbnail@3x.jpg"
"V Up","None","Abdominals","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/08251201-V-up_Waist.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/08251201-V-up_Waist_thumbnail@3x.jpg"
"Vertical Traction (Machine)","Machine","Lats","Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/71791201-Lever-Cross-Lat-Pulldown-(VERSION-2)-(male)_Back_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/71791201-Lever-Cross-Lat-Pulldown-(VERSION-2)-(male)_Back_thumbnail_@3x.jpg"
"Waiter Curl (Dumbbell)","Dumbbell","Biceps","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/52011201-Dumbbell-Waiter-Biceps-Curl_Upper-Arms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/52011201-Dumbbell-Waiter-Biceps-Curl_Upper-Arms_thumbnail_@3x.jpg"
"Walking","None","Cardio","None","None","None"
"Walking Lunge","None","Quadriceps","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/14601201-Walking-Lunge-Male_Hips.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/14601201-Walking-Lunge-Male_Hips_thumbnail@3x.jpg"
"Walking Lunge (Dumbbell)","Dumbbell","Quadriceps","Glutes, Hamstrings","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15571201-Dumbbell-Walking-Lunges_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15571201-Dumbbell-Walking-Lunges_Thighs___thumbnail_@3x.png"
"Wall Ball","Other","Full Body","None","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/51611201-Medicine-Ball-Throw-Squat-with-Wall_Shoulders_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/51611201-Medicine-Ball-Throw-Squat-with-Wall_Shoulders_thumbnail_@3x.jpg"
"Wall Sit","Other","Quadriceps","Abdominals","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/66961201-Sit-(wall)-(female)_Thighs_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/66961201-Sit-(wall)-(female)_Thighs_thumbnail_@3x.jpg"
"Warm Up","None","Full Body","None","None","None"
"Wide Pull Up","Machine","Lats","Upper Back, Biceps, Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/14291201-Wide-Grip-Pull-Up_Back.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/14291201-Wide-Grip-Pull-Up_Back_thumbnail@3x.jpg"
"Wide-Elbow Triceps Press (Dumbbell)","Dumbbell","Triceps","Chest, Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04361201-Dumbbell-Tate-Press_Triceps.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04361201-Dumbbell-Tate-Press_Triceps_thumbnail_@3x.jpg"
"Wrist Roller","Machine","Forearms","Shoulders","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/08591201-Wrist-Roller_Forearms_.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/08591101-Wrist-Roller_Forearms_small_thumbnail@3x.jpg"
"Yoga","None","Full Body","None","None","None"
"Zercher Squat","Barbell","Quadriceps","Hamstrings, Glutes, Biceps","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/15451201-Barbell-full-Zercher-Squat_Thighs.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/15451101-Barbell-full-Zercher-Squat_Thighs_small_thumbnail@3x.jpg"
"Zottman Curl (Dumbbell)","Dumbbell","Biceps","Forearms","https://d2l9nsnmtah87f.cloudfront.net/exercise-assets/04391201-Dumbbell-Zottman-Curl_Upper-Arms-FIX.mp4","https://d2l9nsnmtah87f.cloudfront.net/exercise-thumbnails/04391201-Dumbbell-Zottman-Curl_Upper-Arms-FIX_thumbnail@3x.jpg"
